ID,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG2,xA3,xG+xA,npxG4,npxG+xA5
399,Jack McGlynn,us USA,MF,Philadelphia,18-359,2003,8,0,140,1.6,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.06,0.18,0.24,0.06,0.24
400,Zac McGraw,us USA,DF,Portland Timbers,25-023,1997,12,5,501,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Thomas McNamara,us USA,MF,New England,31-145,1991,17,14,1208,13.4,1,0,1,0,0,5,0,0.07,0,0.07,0.07,0.07,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07
402,Quinn McNeill,us USA,MF,Charlotte FC,23-305,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Christopher McVey,se SWE,DF,Inter Miami,25-080,1997,16,16,1440,16,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,0.8,0.8,0.5,1.3,0.05,0.03,0.08,0.05,0.08
404,Ryan Meara,us USA,GK,NY Red Bulls,31-228,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Jimmy Medranda,co COL,DFMF,Seattle,28-144,1994,10,3,269,3,0,1,0,0,0,0,0,0,0.33,0.33,0,0.33,0.5,0.5,0.2,0.8,0.18,0.08,0.26,0.18,0.26
406,Haris Medunjanin,ba BIH,MF,FC Cincinnati,37-115,1985,15,4,388,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3,1.4,0.01,0.31,0.32,0.01,0.32
407,Tim Melia,us USA,GK,Sporting KC,36-047,1986,18,18,1620,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01
408,Jhegson Méndez,ec ECU,MF,Orlando City,25-066,1997,12,4,372,4.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.03,0,0.03
409,Jonathan Mensah,gh GHA,DF,Columbus Crew,31-353,1990,15,15,1350,15,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,0.9,0.9,0.1,1,0.06,0.01,0.07,0.06,0.07
410,Justin Meram,iq IRQ,MFFW,Real Salt Lake,33-209,1988,16,16,1290,14.3,2,3,2,0,0,1,0,0.14,0.21,0.35,0.14,0.35,1.9,1.9,3.3,5.2,0.13,0.23,0.36,0.13,0.36
411,Romain Métanire,mg MAD,DF,Minnesota Utd,32-095,1990,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Nicolás Mezquida,uy URU,MFFW,Colorado Rapids,30-161,1992,9,0,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.06,0.12,0.18,0.06,0.18
413,Benji Michel,us USA,FW,Orlando City,24-251,1997,14,6,651,7.2,1,0,1,0,0,1,0,0.14,0,0.14,0.14,0.14,1.1,1.1,0.1,1.2,0.16,0.01,0.17,0.16,0.17
414,Djordje Mihailovic,us USA,MFFW,CF Montréal,23-233,1998,14,13,1069,11.9,7,3,7,0,0,3,0,0.59,0.25,0.84,0.59,0.84,3.6,3.6,2.9,6.4,0.3,0.24,0.54,0.3,0.54
415,Matko Miljevic,us USA,MFFW,CF Montréal,21-053,2001,11,4,365,4.1,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1,0.12,0.12,0.25,0.12,0.25
416,Eric Miller,us USA,DF,Nashville,29-167,1993,11,10,789,8.8,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04
417,Kamal Miller,ca CAN,DF,CF Montréal,25-046,1997,14,14,1236,13.7,1,3,1,0,0,2,0,0.07,0.22,0.29,0.07,0.29,1,1,0.5,1.4,0.07,0.03,0.11,0.07,0.11
418,Tyler Miller,us USA,GK,Minnesota Utd,29-111,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Kevin Molino,tt TRI,FW,Columbus Crew,32-014,1990,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12
420,Jamiro Monteiro,cv CPV,MF,San Jose,28-220,1993,15,15,1234,13.7,3,4,3,0,0,0,1,0.22,0.29,0.51,0.22,0.51,1.7,1.7,3,4.7,0.12,0.22,0.34,0.12,0.34
421,Fredy Montero,co COL,FWMF,Seattle,34-340,1987,12,7,661,7.3,1,0,0,1,1,0,0,0.14,0,0.14,0,0,2.7,1.9,1.4,3.3,0.36,0.19,0.56,0.26,0.45
422,Kim Moonhwan,kr KOR,DF,Los Angeles FC,26-334,1995,1,1,78,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Drew Moor,us USA,DF,Colorado Rapids,38-167,1984,4,1,160,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06
424,Felipe Mora,cl CHI,FW,Portland Timbers,28-333,1993,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.31,0,0.31,0.31,0.31
425,Joseph Mora,cr CRC,DF,Charlotte FC,29-167,1993,13,13,1130,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,1,1.1,0.01,0.08,0.09,0.01,0.09
426,Alfredo Morales,us USA,MFDF,NYCFC,32-050,1990,15,13,1171,13,0,1,0,0,0,4,1,0,0.08,0.08,0,0.08,0.8,0.8,0.5,1.3,0.06,0.04,0.1,0.06,0.1
427,Maximiliano Moralez,ar ARG,MF,NYCFC,35-124,1987,13,11,978,10.9,0,6,0,0,1,2,0,0,0.55,0.55,0,0.55,1.7,0.9,4.6,5.5,0.15,0.42,0.57,0.08,0.5
428,Steven Moreira,fr FRA,DF,Columbus Crew,27-322,1994,15,15,1276,14.2,0,1,0,0,0,3,0,0,0.07,0.07,0,0.07,0.4,0.4,1.8,2.2,0.03,0.12,0.15,0.03,0.15
429,Junior Moreno,ve VEN,MF,FC Cincinnati,28-346,1993,14,14,1206,13.4,2,0,2,0,0,3,0,0.15,0,0.15,0.15,0.15,0.9,0.9,0.8,1.6,0.06,0.06,0.12,0.06,0.12
430,Marcelino Moreno,ar ARG,MFFW,Atlanta Utd,28-006,1994,15,12,1106,12.3,2,3,2,0,1,3,0,0.16,0.24,0.41,0.16,0.41,2.1,1.3,3.1,4.4,0.17,0.25,0.42,0.11,0.35
431,Santiago Moreno,co COL,FWMF,Portland Timbers,22-071,2000,18,13,1099,12.2,3,3,2,1,1,1,0,0.25,0.25,0.49,0.16,0.41,2.5,1.7,3,4.7,0.21,0.24,0.45,0.14,0.39
432,Lewis Morgan,sct SCO,DFFW,NY Red Bulls,25-274,1996,16,16,1354,15,7,1,5,2,2,1,0,0.47,0.07,0.53,0.33,0.4,4.9,3.3,2,5.4,0.32,0.14,0.46,0.22,0.36
433,Aidan Morris,us USA,MF,Columbus Crew,20-227,2001,10,7,653,7.3,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04
434,Jordan Morris,us USA,FW,Seattle,27-248,1994,13,11,973,10.8,5,1,5,0,0,2,0,0.46,0.09,0.55,0.46,0.55,5.2,5.2,2.7,7.9,0.48,0.25,0.73,0.48,0.73
435,Jean Mota,br BRA,MF,Inter Miami,28-259,1993,15,15,1183,13.1,0,1,0,0,0,5,1,0,0.08,0.08,0,0.08,1,1,1,2,0.07,0.08,0.15,0.07,0.15
436,João Moutinho,pt POR,DF,Orlando City,24-170,1998,16,16,1436,16,2,0,2,0,0,3,0,0.13,0,0.13,0.13,0.13,1.1,1.1,0.5,1.5,0.07,0.03,0.1,0.07,0.1
437,Chris Mueller,us USA,FWMF,Chicago Fire,25-306,1996,8,7,620,6.9,1,0,1,0,0,1,0,0.15,0,0.15,0.15,0.15,2,2,0.5,2.5,0.29,0.07,0.36,0.29,0.36
438,Hany Mukhtar,de GER,FWMF,Nashville,27-102,1995,17,16,1441,16,8,3,8,0,1,2,0,0.5,0.19,0.69,0.5,0.69,8.4,7.6,4.2,11.8,0.52,0.26,0.79,0.48,0.74
439,Jake Mulraney,ie IRL,FWDF,Atlanta Utd,26-087,1996,7,1,184,2,1,0,1,0,0,0,0,0.49,0,0.49,0.49,0.49,0.3,0.3,0.1,0.4,0.14,0.07,0.2,0.14,0.2
440,Jake Mulraney,ie IRL,FW,Orlando City,26-087,1996,7,4,315,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.11,0.06,0.17,0.11,0.17
441,Eddie Munjoma,us USA,FWMF,FC Dallas,23-348,1998,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Ian Murphy,us USA,DF,FC Cincinnati,22-166,2000,13,9,783,8.7,1,0,1,0,0,0,0,0.11,0,0.11,0.11,0.11,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04
443,Daniel Musovski,us USA,FWMF,Los Angeles FC,26-213,1995,14,4,406,4.5,2,1,2,0,0,2,0,0.44,0.22,0.67,0.44,0.67,2.6,2.6,0.3,2.9,0.57,0.07,0.64,0.57,0.64
444,Alex Muyl,us USA,DF,Nashville,26-274,1995,16,13,1181,13.1,2,1,2,0,0,5,0,0.15,0.08,0.23,0.15,0.23,1.4,1.4,1.3,2.7,0.11,0.1,0.21,0.11,0.21
445,Darlington Nagbe,us USA,MF,Columbus Crew,31-347,1990,16,16,1425,15.8,3,0,3,0,0,1,0,0.19,0,0.19,0.19,0.19,2,2,1.3,3.4,0.13,0.08,0.21,0.13,0.21
446,Andy Najar,hn HON,DF,D.C. United,29-107,1993,8,8,591,6.6,0,1,0,0,0,5,0,0,0.15,0.15,0,0.15,0.3,0.3,0.3,0.6,0.05,0.04,0.08,0.05,0.08
447,Federico Navarro,ar ARG,MF,Chicago Fire,22-114,2000,15,12,1111,12.3,1,0,1,0,0,5,1,0.08,0,0.08,0.08,0.08,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05
448,Miguel Navarro,ve VEN,DF,Chicago Fire,23-125,1999,12,12,1079,12,0,0,0,0,0,6,0,0,0,0,0,0,0.1,0.1,0.7,0.8,0.01,0.06,0.07,0.01,0.07
449,Logan Ndenbe,be BEL,DF,Sporting KC,22-142,2000,16,14,1266,14.1,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04
450,Dylan Nealis,us USA,DF,NY Red Bulls,23-336,1998,15,11,946,10.5,0,1,0,0,0,7,1,0,0.1,0.1,0,0.1,0.2,0.2,0.5,0.7,0.02,0.05,0.07,0.02,0.07
451,Sean Nealis,us USA,DF,NY Red Bulls,25-169,1997,17,17,1530,17,0,0,0,0,0,4,0,0,0,0,0,0,1.2,1.2,0.1,1.3,0.07,0.01,0.08,0.07,0.08
452,Jayden Nelson,ca CAN,MFFW,Toronto FC,19-278,2002,16,13,986,11,1,2,1,0,0,4,0,0.09,0.18,0.27,0.09,0.27,1.5,1.5,0.9,2.4,0.14,0.08,0.22,0.14,0.22
453,John Nelson,us USA,DF,FC Cincinnati,23-355,1998,11,9,721,8,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,0.1,0.1,0.5,0.6,0.01,0.07,0.08,0.01,0.08
454,Michael Nelson,us USA,GK,Houston Dynamo,27-141,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Jake Nerwinski,us USA,DF,Vancouver,27-257,1994,12,11,948,10.5,0,0,0,0,0,2,1,0,0,0,0,0,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04
456,Serge Ngoma,us USA,MFFW,NY Red Bulls,16-357,2005,3,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Jarosław Niezgoda,pl POL,FW,Portland Timbers,27-108,1995,14,13,1043,11.6,5,0,5,0,0,0,0,0.43,0,0.43,0.43,0.43,3.3,3.3,0.9,4.2,0.28,0.08,0.36,0.28,0.36
458,Chinonso Nnamdi Offor,ng NGA,FW,Chicago Fire,22-035,2000,5,3,259,2.9,1,0,1,0,0,1,0,0.35,0,0.35,0.35,0.35,1.3,1.3,0.1,1.4,0.44,0.04,0.48,0.44,0.48
459,Tsiki Ntsabeleng,za RSA,MF,FC Dallas,24-142,1998,14,5,441,4.9,1,0,1,0,0,2,0,0.2,0,0.2,0.2,0.2,1.4,1.4,0.2,1.6,0.29,0.03,0.33,0.29,0.33
460,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,25-214,1996,9,8,714,7.9,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0.01,0.02,0.01,0.02
461,Moses Nyeman,us USA,MF,D.C. United,18-238,2003,2,2,142,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
462,Shane O'Neill,us USA,DF,Toronto FC,28-302,1993,14,12,1084,12,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,0,0,0.9,0.9,0,0.07,0.07,0,0.07
463,Jáder Obrian,co COL,FW,FC Dallas,27-044,1995,15,9,791,8.8,1,2,1,0,0,3,0,0.11,0.23,0.34,0.11,0.34,2.1,2.1,2.8,4.9,0.24,0.32,0.56,0.24,0.56
464,Chris Odoi-Atsem,us USA,DF,D.C. United,27-034,1995,4,0,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Noble Okello,ca CAN,MF,Toronto FC,21-346,2000,4,1,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.28,0.04,0.32,0.28,0.32
466,Wyatt Omsberg,us USA,DF,Chicago Fire,26-283,1995,14,14,1259,14,1,0,1,0,0,2,0,0.07,0,0.07,0.07,0.07,1.3,1.3,0,1.3,0.09,0,0.09,0.09,0.09
467,Kwadwo Opoku,gh GHA,FWMF,Los Angeles FC,20-353,2001,17,13,973,10.8,4,0,4,0,0,0,0,0.37,0,0.37,0.37,0.37,4.3,4.3,1,5.2,0.39,0.09,0.48,0.39,0.48
468,Arquimides Ordonez,gt GUA,FWMF,FC Cincinnati,18-330,2003,4,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.27,0,0.27,0.27,0.27
469,Jaziel Orozco,us USA,DF,Real Salt Lake,18-029,2004,4,3,315,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
470,Christian Ortiz,ar ARG,MFFW,Charlotte FC,29-315,1992,14,7,574,6.4,1,2,1,0,0,4,0,0.16,0.31,0.47,0.16,0.47,0.6,0.6,2.1,2.7,0.09,0.33,0.42,0.09,0.42
471,Jonathan Osorio,ca CAN,MF,Toronto FC,30-019,1992,13,11,859,9.5,4,3,4,0,0,4,0,0.42,0.31,0.73,0.42,0.73,1.5,1.5,1.1,2.6,0.15,0.12,0.27,0.15,0.27
472,Leonard Owusu,gh GHA,MF,Vancouver,25-028,1997,9,7,454,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0.01,0.02,0.01,0.02
473,Maarten Paes,nl NED,GK,FC Dallas,24-048,1998,15,15,1350,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Diego Palacios,ec ECU,DF,Los Angeles FC,22-354,1999,14,14,1236,13.7,1,2,1,0,0,4,0,0.07,0.15,0.22,0.07,0.22,0.4,0.4,2,2.4,0.03,0.14,0.17,0.03,0.17
475,Elliot Panicco,us USA,GK,Nashville,25-225,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Cristhian Paredes,py PAR,MF,Portland Timbers,24-044,1998,16,16,1243,13.8,2,2,1,1,1,5,0,0.14,0.14,0.29,0.07,0.22,2.7,1.9,1.4,3.3,0.19,0.1,0.29,0.14,0.24
477,Tim Parker,us USA,DF,Houston Dynamo,29-128,1993,14,12,1059,11.8,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0,0.6,0.05,0,0.05,0.05,0.05
478,Keaton Parks,us USA,MF,NYCFC,24-329,1997,14,11,906,10.1,2,0,2,0,0,2,0,0.2,0,0.2,0.2,0.2,1.8,1.8,1,2.7,0.18,0.1,0.27,0.18,0.27
479,Tyler Pasher,ca CAN,FW,Houston Dynamo,28-065,1994,14,5,555,6.2,2,1,2,0,0,0,0,0.32,0.16,0.49,0.32,0.49,1.5,1.5,0.3,1.9,0.25,0.05,0.3,0.25,0.3
480,Alexandre Pato,br BRA,FW,Orlando City,32-302,1989,14,9,780,8.7,2,3,2,0,0,0,0,0.23,0.35,0.58,0.23,0.58,1.9,1.9,3.4,5.3,0.22,0.39,0.61,0.22,0.61
481,João Paulo Mior,br BRA,MF,Seattle,31-115,1991,6,6,453,5,1,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,0.3,0.3,0.2,0.4,0.06,0.03,0.09,0.06,0.09
482,Jason Pendant,fr FRA,DF,NY Red Bulls,25-142,1997,5,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.09,0.08,0.17,0.09,0.17
483,Andrés Perea,us USA,MF,Orlando City,21-229,2000,13,5,499,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0.05,0.06,0.1,0.05,0.1
484,Daniel Pereira,ve VEN,MF,Austin FC,21-352,2000,14,14,1079,12,1,0,1,0,0,6,2,0.08,0,0.08,0.08,0.08,0.7,0.7,0.7,1.5,0.06,0.06,0.12,0.06,0.12
485,Gabriel Pereira,br BRA,FW,NYCFC,20-334,2001,9,3,351,3.9,3,0,3,0,0,0,0,0.77,0,0.77,0.77,0.77,1.1,1.1,0.3,1.4,0.27,0.08,0.36,0.27,0.36
486,Mauricio Pereyra,uy URU,MF,Orlando City,32-108,1990,16,16,1327,14.7,0,5,0,0,0,2,0,0,0.34,0.34,0,0.34,0.8,0.8,3.2,4,0.06,0.22,0.27,0.06,0.27
487,Adrien Perez,us USA,MF,D.C. United,26-261,1995,3,1,133,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.2,0.09,0.02,0.11,0.09,0.11
488,Jonathan Perez,mx MEX,DF,LA Galaxy,19-164,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Jordan Perruzza,ca CAN,FWMF,Toronto FC,21-166,2001,13,1,232,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,0.17,0.05,0.22,0.17,0.22
490,Luca Petrasso,ca CAN,DFFW,Toronto FC,22-015,2000,16,16,1330,14.8,0,2,0,0,0,0,0,0,0.14,0.14,0,0.14,0.7,0.7,1.7,2.4,0.05,0.11,0.16,0.05,0.16
491,Đorđe Petrović,rs SRB,GK,New England,22-266,1999,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Fafà Picault,us USA,FWMF,Houston Dynamo,31-128,1991,13,11,971,10.8,2,1,1,1,1,3,0,0.19,0.09,0.28,0.09,0.19,3.2,2.4,1.1,3.5,0.29,0.1,0.39,0.22,0.32
493,Kayden Pierre,us USA,DFFW,Sporting KC,19-135,2003,6,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Samuel Piette,ca CAN,MF,CF Montréal,27-231,1994,10,3,382,4.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.3,0.01,0.06,0.07,0.01,0.07
495,Mauricio Pineda,us USA,MFDF,Chicago Fire,24-257,1997,13,11,917,10.2,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.4,1.2,0.08,0.04,0.12,0.08,0.12
496,Donovan Pines,us USA,DF,D.C. United,24-116,1998,10,7,674,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.04,0.01,0.06,0.04,0.06
497,Matt Polster,us USA,MF,New England,29-023,1993,14,12,1027,11.4,1,0,1,0,0,6,0,0.09,0,0.09,0.09,0.09,0.7,0.7,0.2,0.9,0.06,0.02,0.08,0.06,0.08
498,Paxton Pomykal,us USA,MF,FC Dallas,22-196,1999,17,17,1351,15,0,1,0,0,0,3,0,0,0.07,0.07,0,0.07,0.4,0.4,1.5,2,0.03,0.1,0.13,0.03,0.13
499,Alvas Powell,jm JAM,DF,FC Cincinnati,27-348,1994,14,11,970,10.8,0,1,0,0,0,3,0,0,0.09,0.09,0,0.09,0.6,0.6,0.2,0.9,0.06,0.02,0.08,0.06,0.08
500,Alejandro Pozuelo,es ESP,MFFW,Toronto FC,30-284,1991,15,15,1314,14.6,4,4,3,1,2,3,0,0.27,0.27,0.55,0.21,0.48,3.8,2.3,3.3,5.6,0.26,0.23,0.49,0.16,0.38
501,Jack Price,eng ENG,MF,Colorado Rapids,29-194,1992,13,12,941,10.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0.2,0.2,0,0.2
502,Ralph Priso-Mbongue,ca CAN,MF,Toronto FC,19-333,2002,9,4,266,3,1,0,1,0,0,2,1,0.34,0,0.34,0.34,0.34,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07
503,Kacper Przybyłko,pl POL,FW,Chicago Fire,29-098,1993,14,12,1074,11.9,3,1,3,0,0,2,0,0.25,0.08,0.34,0.25,0.34,4.2,4.2,1.2,5.4,0.35,0.1,0.45,0.35,0.45
504,Facundo Quignon,ar ARG,MF,FC Dallas,29-060,1993,15,9,816,9.1,1,0,1,0,0,4,0,0.11,0,0.11,0.11,0.11,1.3,1.3,0.2,1.6,0.15,0.03,0.17,0.15,0.17
505,Joshué Quiñónez,ec ECU,DF,FC Dallas,21-280,2000,5,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08
506,Darwin Quintero,co COL,MFFW,Houston Dynamo,34-285,1987,16,11,913,10.1,7,0,6,1,1,4,0,0.69,0,0.69,0.59,0.59,4.3,3.5,3.5,7.1,0.42,0.35,0.77,0.35,0.7
507,Jairo Quinteros,bo BOL,DF,Inter Miami,21-144,2001,4,2,282,3.1,0,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04
508,Romell Quioto,hn HON,FW,CF Montréal,30-326,1991,15,11,954,10.6,6,3,4,2,2,3,1,0.57,0.28,0.85,0.38,0.66,6,4.5,1.7,6.2,0.57,0.16,0.72,0.42,0.58
509,Jackson Ragen,us USA,DF,Seattle,23-280,1998,11,10,939,10.4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.2,0.3,0,0.02,0.03,0,0.03
510,Ryan Raposo,ca CAN,DF,Vancouver,23-118,1999,16,8,675,7.5,2,0,2,0,0,0,0,0.27,0,0.27,0.27,0.27,0.9,0.9,0.4,1.3,0.12,0.05,0.18,0.12,0.18
511,Justin Rasmussen,us USA,DF,Portland Timbers,23-198,1998,9,7,646,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.03,0.03,0.06,0.03,0.06
512,Rayan Raveloson,mg MAD,MF,LA Galaxy,25-166,1997,16,15,1269,14.1,0,1,0,0,0,3,0,0,0.07,0.07,0,0.07,1.2,1.2,0.8,2,0.08,0.06,0.14,0.08,0.14
513,Matthew Real,us USA,MF,Philadelphia,22-356,1999,3,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Rodney Redes,py PAR,FWMF,Austin FC,22-129,2000,4,0,71,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Benjamin Redzic,us USA,FW,FC Dallas,19-278,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.71,0.71,0.71
516,Pierre Reedy,us USA,MF,Real Salt Lake,24-171,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Eric Remedi,ar ARG,MFDF,San Jose,27-027,1995,14,11,866,9.6,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.02,0.04,0.05,0.02,0.05
518,Justin Rennicks,us USA,FW,New England,23-103,1999,7,4,311,3.5,1,0,1,0,0,0,0,0.29,0,0.29,0.29,0.29,0.9,0.9,0,0.9,0.27,0,0.27,0.27,0.27
519,Ben Reveno,us USA,MF,New England,23-094,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Yordy Reyna,pe PER,FWMF,Charlotte FC,28-287,1993,7,2,254,2.8,0,1,0,0,0,0,0,0,0.35,0.35,0,0.35,0.7,0.7,0.3,1,0.25,0.09,0.34,0.25,0.34
521,Andre Reynolds II,us USA,DFMF,Chicago Fire,21-060,2001,4,1,125,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
522,Emanuel Reynoso,ar ARG,MFFW,Minnesota Utd,26-227,1995,17,17,1491,16.6,5,2,3,2,2,5,0,0.3,0.12,0.42,0.18,0.3,3.3,1.8,4,5.8,0.2,0.24,0.44,0.11,0.35
523,Will Richmond,us USA,FW,San Jose,22-086,2000,2,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
524,Tosaint Ricketts,ca CAN,FW,Vancouver,34-329,1987,8,1,164,1.8,2,0,2,0,0,0,0,1.1,0,1.1,1.1,1.1,1.4,1.4,0.1,1.5,0.78,0.04,0.82,0.78,0.82
525,Alexander Ring,fi FIN,MF,Austin FC,31-083,1991,16,16,1350,15,2,2,2,0,0,4,0,0.13,0.13,0.27,0.13,0.27,3,3,2.6,5.5,0.2,0.17,0.37,0.2,0.37
526,Rocco Ríos Novo,ar ARG,GK,Atlanta Utd,20-027,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Damien Rivera,us USA,FWMF,New England,19-205,2002,6,3,251,2.8,1,0,1,0,0,1,0,0.36,0,0.36,0.36,0.36,0.3,0.3,0.2,0.5,0.1,0.08,0.18,0.1,0.18
528,Nigel Robertha,nl NED,FWMF,D.C. United,24-138,1998,10,4,432,4.8,0,2,0,0,0,1,0,0,0.42,0.42,0,0.42,0.5,0.5,1,1.5,0.11,0.21,0.32,0.11,0.32
529,Miles Robinson,us USA,DF,Atlanta Utd,25-109,1997,9,8,659,7.3,0,0,0,0,0,3,1,0,0,0,0,0,0.3,0.3,0,0.3,0.04,0,0.04,0.04,0.04
530,Robbie Robinson,us USA,FWMF,Inter Miami,23-196,1998,8,6,485,5.4,1,1,1,0,0,0,0,0.19,0.19,0.37,0.19,0.37,0.5,0.5,0.7,1.2,0.09,0.14,0.22,0.09,0.22
531,Harrison Robledo,us USA,MFDF,FC Cincinnati,20-143,2002,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.15,0.15,0,0.15
