Performance,Performance,Performance,Performance,Performance,Performance,,,,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
492,Fafà Picault,us USA,FWMF,Houston Dynamo,31-129,1991,10.8,3,0,0,17,20,11,22,15,7,1,0,0,60,22,32,40.7,Matches,dbaa10c0
493,Kayden Pierre,us USA,DFFW,Sporting KC,19-136,2003,0.9,0,0,0,0,3,0,1,0,5,0,0,0,8,1,1,50.0,Matches,2f5f098b
494,Samuel Piette,ca CAN,MF,CF Montréal,27-232,1994,4.2,2,0,0,13,4,0,1,7,5,0,0,0,27,3,5,37.5,Matches,bc33c73b
495,Mauricio Pineda,us USA,MFDF,Chicago Fire,24-258,1997,10.2,1,0,0,6,11,1,6,27,15,1,0,0,83,13,9,59.1,Matches,e0c17cde
496,Donovan Pines,us USA,DF,D.C. United,24-117,1998,7.5,1,0,0,10,5,0,0,24,6,0,0,0,73,37,10,78.7,Matches,7bd25363
497,Matt Polster,us USA,MF,New England,29-024,1993,11.4,6,0,0,23,13,0,1,26,24,1,0,1,103,18,15,54.5,Matches,d1d418f8
498,Paxton Pomykal,us USA,MF,FC Dallas,22-197,1999,15.0,3,0,0,25,42,1,11,21,31,0,1,0,102,13,17,43.3,Matches,c1f0fb45
499,Alvas Powell,jm JAM,DF,FC Cincinnati,27-349,1994,10.8,3,0,0,13,27,0,23,23,17,1,0,0,79,6,11,35.3,Matches,2f91124d
500,Alejandro Pozuelo,es ESP,MFFW,Toronto FC,30-285,1991,14.6,3,0,0,15,31,1,31,7,21,1,0,0,106,5,17,22.7,Matches,5e1280ff
501,Jack Price,eng ENG,MF,Colorado Rapids,29-195,1992,10.5,3,0,0,10,10,1,14,14,10,0,0,0,81,2,2,50.0,Matches,6217c92d
502,Ralph Priso-Mbongue,ca CAN,MF,Toronto FC,19-334,2002,3.0,2,1,0,11,5,0,1,6,7,0,0,0,32,3,2,60.0,Matches,acb3e899
503,Kacper Przybyłko,pl POL,FW,Chicago Fire,29-099,1993,11.9,2,0,0,15,21,12,6,4,6,0,0,0,41,57,64,47.1,Matches,4c53a714
504,Facundo Quignon,ar ARG,MF,FC Dallas,29-061,1993,9.1,4,0,0,25,9,0,1,11,18,0,0,0,116,24,16,60.0,Matches,5b33b84c
505,Joshué Quiñónez,ec ECU,DF,FC Dallas,21-281,2000,0.5,0,0,0,2,3,0,0,1,2,0,0,0,6,2,1,66.7,Matches,c7305b1d
506,Darwin Quintero,co COL,MFFW,Houston Dynamo,34-286,1987,10.1,4,0,0,8,16,4,21,8,7,1,0,0,64,3,13,18.8,Matches,0cc00553
507,Jairo Quinteros,bo BOL,DF,Inter Miami,21-145,2001,3.1,3,1,1,4,4,0,1,10,2,0,0,0,13,7,3,70.0,Matches,8363a7e8
508,Romell Quioto,hn HON,FW,CF Montréal,30-327,1991,10.6,3,1,0,13,20,14,23,2,2,1,0,0,40,10,20,33.3,Matches,122e850d
509,Jackson Ragen,us USA,DF,Seattle,23-281,1998,10.4,3,0,0,20,3,0,2,12,5,0,1,0,88,29,15,65.9,Matches,a3d67f70
510,Ryan Raposo,ca CAN,DF,Vancouver,23-119,1999,7.5,0,0,0,3,16,1,26,18,7,0,0,0,47,5,10,33.3,Matches,f006a9b3
511,Justin Rasmussen,us USA,DF,Portland Timbers,23-199,1998,7.2,1,0,0,5,3,0,23,12,4,0,0,0,54,8,3,72.7,Matches,989ecf23
512,Rayan Raveloson,mg MAD,MF,LA Galaxy,25-167,1997,14.1,3,0,0,17,20,0,13,17,19,0,0,0,93,13,15,46.4,Matches,fb3236a7
513,Matthew Real,us USA,MF,Philadelphia,22-357,1999,0.1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,100.0,Matches,1c2c030a
514,Rodney Redes,py PAR,FWMF,Austin FC,22-130,2000,0.9,1,0,0,1,3,1,2,3,1,0,0,0,9,1,2,33.3,Matches,426c3982
515,Benjamin Redzic,us USA,FW,FC Dallas,19-279,2002,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches,ea8087aa
516,Pierre Reedy,us USA,MF,Real Salt Lake,24-172,1998,0.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,Matches,903f2d95
517,Eric Remedi,ar ARG,MFDF,San Jose,27-028,1995,9.6,5,0,0,23,43,0,2,15,24,0,0,0,94,12,15,44.4,Matches,38e2cbd6
518,Justin Rennicks,us USA,FW,New England,23-104,1999,3.5,0,0,0,6,7,1,2,0,1,1,0,0,11,2,8,20.0,Matches,0aaa1c04
519,Ben Reveno,us USA,MF,New England,23-095,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,6f0a801a
520,Yordy Reyna,pe PER,FWMF,Charlotte FC,28-288,1993,2.8,0,0,0,5,6,2,6,4,3,0,0,0,16,1,3,25.0,Matches,eec316d9
521,Andre Reynolds II,us USA,DFMF,Chicago Fire,21-061,2001,1.4,0,0,0,4,2,0,1,3,2,0,0,0,11,2,3,40.0,Matches,d46dbe4f
522,Emanuel Reynoso,ar ARG,MFFW,Minnesota Utd,26-228,1995,16.6,5,0,0,39,58,3,37,17,20,1,0,0,133,8,24,25.0,Matches,614b26e3
523,Will Richmond,us USA,FW,San Jose,22-087,2000,0.5,0,0,0,1,2,0,2,0,1,0,0,0,4,0,1,0.0,Matches,e46ee2e9
524,Tosaint Ricketts,ca CAN,FW,Vancouver,34-330,1987,1.8,0,0,0,0,0,5,0,1,0,0,0,0,8,12,10,54.5,Matches,54769358
525,Alexander Ring,fi FIN,MF,Austin FC,31-084,1991,16.0,4,0,0,26,13,6,13,23,18,0,0,0,109,9,17,34.6,Matches,6c1221d6
526,Rocco Ríos Novo,ar ARG,GK,Atlanta Utd,20-028,2002,3.0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,,Matches,f59bd2d3
527,Damien Rivera,us USA,FWMF,New England,19-206,2002,2.8,1,0,0,1,5,1,7,2,2,0,0,0,18,4,5,44.4,Matches,2822f3dd
528,Nigel Robertha,nl NED,FWMF,D.C. United,24-139,1998,4.8,1,0,0,5,7,1,9,0,2,0,0,0,18,7,17,29.2,Matches,a94bad97
529,Miles Robinson,us USA,DF,Atlanta Utd,25-110,1997,7.3,3,1,1,3,2,0,0,10,9,0,1,0,77,20,8,71.4,Matches,782a95d9
530,Robbie Robinson,us USA,FWMF,Inter Miami,23-197,1998,5.4,0,0,0,3,8,0,7,6,2,0,0,0,25,2,6,25.0,Matches,e0dae99f
531,Harrison Robledo,us USA,MFDF,FC Cincinnati,20-144,2002,0.5,0,0,0,0,4,0,1,2,1,0,0,0,9,0,0,,Matches,1f36ce15
532,Abraham Rodriguez,us USA,GK,Colorado Rapids,19-348,2002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches,c7e14787
533,Brian Rodríguez,uy URU,FW,Los Angeles FC,22-043,2000,7.2,1,0,0,12,17,4,13,3,2,0,0,0,47,1,8,11.1,Matches,c86041d7
534,Emerson Rodríguez,co COL,MFFW,Inter Miami,21-311,2000,2.1,2,0,0,4,11,1,3,3,2,0,0,0,15,0,3,0.0,Matches,09e5ae16
535,Memo Rodriguez,us USA,MFFW,Houston Dynamo,26-187,1995,10.4,5,0,0,27,17,1,23,16,13,0,0,0,65,6,18,25.0,Matches,fc6c6b2b
536,Santiago Rodríguez,uy URU,MFFW,NYCFC,22-175,2000,12.6,5,0,0,22,31,3,21,13,17,0,0,0,73,9,16,36.0,Matches,86dff811
537,Alex Roldan,sv SLV,DF,Seattle,25-339,1996,13.3,4,1,1,13,14,0,43,33,16,0,0,0,97,14,17,45.2,Matches,1255a82a
538,Cristian Roldan,us USA,FWMF,Seattle,27-029,1995,13.3,0,0,0,11,26,3,47,10,13,1,0,0,98,29,31,48.3,Matches,48875649
539,Jhohan Romaña,co COL,DF,Austin FC,23-292,1998,0.5,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,100.0,Matches,4e32c2d6
540,David Romney,us USA,DF,Nashville,29-020,1993,15.4,1,0,0,8,4,1,16,14,4,0,0,0,125,47,21,69.1,Matches,b7b6e781
541,Rafael Romo,ve VEN,GK,D.C. United,32-127,1990,3.5,1,0,0,1,0,0,0,0,0,0,0,0,18,0,0,,Matches,8827c189
542,Eloy Room,cw CUW,GK,Columbus Crew,33-146,1989,16.0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,,Matches,6b33d86b
543,Joseph Rosales,hn HON,MF,Minnesota Utd,21-238,2000,5.5,4,1,1,15,9,1,2,20,10,1,0,0,70,4,7,36.4,Matches,6a29d06b
544,Oriol Rosell,es ESP,MF,Sporting KC,29-360,1992,7.0,4,1,1,18,4,0,1,17,11,0,1,0,51,5,3,62.5,Matches,2a17ef3e
545,Keegan Rosenberry,us USA,DF,Colorado Rapids,28-203,1993,16.0,3,0,0,14,6,1,30,21,18,0,1,0,117,14,9,60.9,Matches,f940c69e
546,Matheus Rossetto,br BRA,MF,Atlanta Utd,26-029,1996,10.1,0,0,0,18,4,1,2,18,14,0,0,0,86,8,7,53.3,Matches,daf8c775
547,Paul Rothrock,us USA,FW,Toronto FC,23-174,1999,0.4,0,0,0,0,2,1,2,0,2,0,0,0,1,0,2,0.0,Matches,875e8269
548,Kelyn Rowe,us USA,DFMF,Seattle,30-212,1991,8.6,4,0,0,11,16,0,15,16,9,0,0,0,92,8,9,47.1,Matches,cf928adb
549,Ruan,br BRA,DF,Orlando City,27-034,1995,14.1,2,0,0,6,19,4,37,19,5,0,0,0,86,7,7,50.0,Matches,f2665f7c
550,Rubio Rubin,us USA,FW,Real Salt Lake,26-123,1996,3.8,0,0,0,2,4,4,1,0,0,0,0,0,9,4,15,21.1,Matches,9bad7100
551,Diego Rubio,cl CHI,FWMF,Colorado Rapids,29-048,1993,12.5,6,1,1,14,39,5,17,8,5,1,0,0,56,37,30,55.2,Matches,3f082234
552,Raúl Ruidíaz,pe PER,FW,Seattle,31-342,1990,6.3,0,0,0,1,8,1,0,2,1,1,0,0,21,8,8,50.0,Matches,7a4296e1
553,Pablo Ruíz,ar ARG,MF,Real Salt Lake,23-194,1998,14.5,5,0,0,21,9,0,14,36,38,0,0,0,163,3,12,20.0,Matches,7368cd70
554,Sergio Ruiz,es ESP,MF,Charlotte FC,27-198,1994,4.8,0,0,0,9,9,1,4,9,7,0,0,0,42,4,13,23.5,Matches,1f423a54
555,Albert Rusnák,sk SVK,MF,Seattle,27-360,1994,12.6,1,0,0,7,17,0,11,17,8,0,0,0,99,7,5,58.3,Matches,0adeafaa
556,Johnny Russell,sct SCO,FWMF,Sporting KC,32-085,1990,16.5,4,0,0,18,38,3,40,15,14,0,0,0,83,40,30,57.1,Matches,a30e1562
557,Jacen Russell-Rowe,ca CAN,FW,Columbus Crew,19-292,2002,1.1,1,0,0,2,3,0,0,0,0,0,0,0,4,2,3,40.0,Matches,b33c6ed5
558,Zach Ryan,us USA,FW,NY Red Bulls,23-169,1999,0.5,1,0,0,1,1,0,0,0,0,0,0,0,4,1,3,25.0,Matches,74ba46bc
559,Ryan Sailor,us USA,DF,Inter Miami,23-217,1998,5.7,0,0,0,2,0,0,0,6,8,0,0,0,29,16,10,61.5,Matches,4924d9bb
560,Carlos Salcedo,mx MEX,DF,Toronto FC,28-276,1993,11.8,4,1,0,9,10,0,1,41,5,0,0,0,133,16,14,53.3,Matches,64c07ae1
561,Shea Salinas,us USA,FWDF,San Jose,36-008,1986,0.4,0,0,0,1,1,0,0,2,2,0,0,0,7,1,2,33.3,Matches,4c10838d
562,Dániel Sallói,hu HUN,FWMF,Sporting KC,25-348,1996,12.9,0,1,0,8,23,3,19,9,0,1,0,0,64,11,23,32.4,Matches,6fcddf5f
563,Gaoussou Samaké,ci CIV,DF,D.C. United,24-240,1997,0.6,1,0,0,1,1,0,2,3,1,0,0,0,7,0,2,0.0,Matches,ae760cf4
564,Ilie Sánchez,es ESP,MF,Los Angeles FC,31-223,1990,16.4,4,0,0,24,19,0,3,39,22,0,0,0,172,37,21,63.8,Matches,72979f65
565,William Sands,us USA,DF,Columbus Crew,21-361,2000,1.5,1,0,0,2,2,0,2,2,1,0,0,0,9,4,0,100.0,Matches,960a4473
566,Sergio Santos Gomes,br BRA,FW,Philadelphia,27-301,1994,6.8,2,0,0,22,11,4,10,4,11,0,0,0,44,22,26,45.8,Matches,a930b263
567,Koa Santos,us USA,MF,Charlotte FC,22-284,1999,0.6,0,0,0,2,1,0,1,0,0,0,0,0,5,0,0,,Matches,c09ddc5e
568,Pedro Santos,pt POR,DF,Columbus Crew,34-071,1988,13.6,3,0,0,22,31,0,30,30,38,0,0,0,138,14,13,51.9,Matches,789da0f2
569,C.J. Sapong,us USA,FW,Nashville,33-187,1988,14.8,3,0,0,30,28,9,5,8,4,0,0,0,66,87,55,61.3,Matches,ef4e4c5d
570,Jefferson Savarino,ve VEN,MF,Real Salt Lake,25-233,1996,2.5,0,0,0,0,3,2,12,3,6,0,0,0,8,1,0,100.0,Matches,91721722
571,Rodrigo Schlegel,ar ARG,DF,Orlando City,25-090,1997,10.8,6,1,1,24,12,0,0,18,15,0,2,0,76,16,15,51.6,Matches,5bb02df4
572,Tate Schmitt,us USA,DF,Real Salt Lake,25-035,1997,8.9,4,0,0,8,4,0,9,20,11,0,1,0,88,13,11,54.2,Matches,fa21bbc8
573,Eddie Segura,co COL,DF,Los Angeles FC,25-150,1997,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches,c70e3fe0
574,Amar Sejdic,us USA,MF,Atlanta Utd,25-215,1996,5.6,2,0,0,8,2,0,1,6,8,0,0,0,54,1,2,33.3,Matches,43ca2019
575,Boris Sekulić,sk SVK,DF,Chicago Fire,30-254,1991,16.1,3,0,0,21,12,0,36,32,17,0,0,0,142,22,16,57.9,Matches,adf26bd4
576,Brandon Servania,us USA,MF,FC Dallas,23-112,1999,10.9,5,1,1,19,20,0,10,12,15,0,0,0,102,9,13,40.9,Matches,4d825a2d
577,Jacob Shaffelburg,ca CAN,DF,Toronto FC,22-218,1999,6.1,1,0,0,4,9,0,15,17,8,0,0,0,57,3,12,20.0,Matches,339a2561
578,Xherdan Shaqiri,ch SUI,MFFW,Chicago Fire,30-265,1991,12.1,2,0,0,14,30,8,56,5,9,0,0,0,71,18,12,60.0,Matches,6421ec64
579,Brek Shea,us USA,DF,Inter Miami,32-124,1990,1.6,0,1,0,2,2,1,2,3,1,0,0,0,8,3,2,60.0,Matches,adb6ae24
580,Khiry Shelton,us USA,FW,Sporting KC,29-006,1993,11.2,0,0,0,16,11,3,2,2,6,0,0,0,40,25,37,40.3,Matches,f935709c
581,Andre Shinyashiki,br BRA,FWMF,Colorado Rapids,27-021,1995,2.4,1,0,0,4,4,2,2,3,3,0,0,0,15,3,9,25.0,Matches,8c395868
582,Andre Shinyashiki,br BRA,MFFW,Charlotte FC,27-021,1995,5.6,1,0,0,9,8,1,18,4,6,0,0,0,39,2,7,22.2,Matches,8c395868
583,Bobby Shuttleworth,us USA,GK,Atlanta Utd,35-050,1987,6.2,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,,Matches,4598ac94
584,Marcelo Silva,uy URU,DF,Real Salt Lake,33-103,1989,15.8,4,0,0,10,8,0,1,32,14,0,0,0,128,44,26,62.9,Matches,b9596515
585,Jack Skahan,us USA,MFDF,San Jose,24-145,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,9c07bdc7
586,Drew Skundrich,us USA,MF,D.C. United,26-288,1995,4.9,1,0,0,12,4,0,1,6,6,0,0,0,60,5,5,50.0,Matches,51f50135
587,Gabriel Slonina,us USA,GK,Chicago Fire,18-048,2004,17.0,0,0,0,0,3,0,0,0,0,0,0,0,67,0,0,,Matches,c55a846e
588,Brad Smith,au AUS,DF,D.C. United,28-084,1994,12.1,2,0,0,18,4,1,32,26,11,0,0,0,90,4,8,33.3,Matches,c76c717c
589,Kimarni Smith,eng ENG,DF,D.C. United,24-110,1998,0.4,0,0,0,0,1,0,1,2,1,0,0,0,3,0,1,0.0,Matches,bbbb244b
590,Kyle Smith,us USA,DF,Orlando City,30-174,1992,6.2,3,0,0,13,8,0,11,8,8,0,0,0,57,14,9,60.9,Matches,9e6b2ec3
591,Jan Sobociński,pl POL,DF,Charlotte FC,23-104,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,Matches,5358009d
592,Santiago Sosa,ar ARG,MF,Atlanta Utd,23-060,1999,3.6,1,0,0,6,0,0,0,8,5,0,0,0,34,7,3,70.0,Matches,f080dd22
593,Ryan Spaulding,us USA,DF,New England,23-295,1998,2.1,0,0,0,2,6,0,6,8,2,0,0,0,28,4,1,80.0,Matches,9fda5cd3
594,Steven Sserwadda,ug UGA,MF,NY Red Bulls,19-308,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.0,Matches,bddc8df4
595,Dayne St. Clair,ca CAN,GK,Minnesota Utd,25-054,1997,15.0,1,0,0,0,4,0,0,0,1,0,0,0,71,0,0,,Matches,3f41d25f
596,Mason Stajduhar,us USA,GK,Orlando City,24-212,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches,f01df62c
597,Daniel Steres,us USA,DF,Houston Dynamo,31-233,1990,6.5,2,0,0,7,1,0,0,7,6,0,1,0,41,11,13,45.8,Matches,17c03c76
598,Jared Stroud,us USA,MF,Austin FC,25-357,1996,0.3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,50.0,Matches,5d018899
599,Brad Stuver,us USA,GK,Austin FC,31-077,1991,14.1,1,0,0,1,3,0,0,0,0,0,1,0,69,0,0,,Matches,6a1940d5
600,Quinn Sullivan,us USA,MFFW,Philadelphia,18-097,2004,1.8,1,0,0,4,0,0,2,2,3,0,0,0,12,1,6,14.3,Matches,92f62cfe
601,Ben Sweat,us USA,DF,Sporting KC,30-301,1991,6.4,1,0,0,12,7,0,8,6,5,0,0,0,54,8,11,42.1,Matches,6937b1ac
602,Karol Świderski,pl POL,FW,Charlotte FC,25-160,1997,13.1,0,0,0,5,32,6,13,7,8,0,0,0,50,14,24,36.8,Matches,41723204
603,Ismael Tajouri-Shradi,ly LBY,FWMF,Los Angeles FC,28-096,1994,1.8,0,0,0,0,3,2,6,1,0,0,0,0,12,2,0,100.0,Matches,ef4249ff
604,Andrew Tarbell,us USA,GK,Austin FC,28-268,1993,2.9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,,Matches,c5487a34
605,D.J. Taylor,us USA,DF,Minnesota Utd,24-310,1997,8.6,2,0,0,10,6,0,16,16,9,0,0,0,66,6,16,27.3,Matches,ed4dc7f4
606,Robert Taylor,fi FIN,MFFW,Inter Miami,27-254,1994,11.2,0,0,0,4,5,0,11,19,3,1,0,0,58,13,11,54.2,Matches,1fc0973f
607,Russell Teibert,ca CAN,MF,Vancouver,29-192,1992,11.4,3,0,0,16,9,0,10,29,13,0,0,0,84,6,13,31.6,Matches,674befe9
608,Carlos Terán,co COL,DF,Chicago Fire,21-281,2000,5.0,3,0,0,10,3,1,3,10,6,0,0,0,55,21,7,75.0,Matches,324509e2
609,Dylan Teves,us USA,FW,Seattle,22-049,2000,0.2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0,Matches,f68ed3ba
610,Thiago,br BRA,FW,NYCFC,21-244,2000,7.4,1,0,0,17,3,2,14,11,10,0,0,0,48,8,10,44.4,Matches,6adb0b79
611,Kosi Thompson,ca CAN,DFMF,Toronto FC,19-156,2003,11.4,1,0,0,5,17,0,14,24,13,0,0,0,74,15,17,46.9,Matches,517bef8b
612,Tommy Thompson,us USA,DF,San Jose,26-321,1995,3.7,0,0,0,1,5,0,4,9,4,0,0,0,36,5,6,45.5,Matches,5f6c69d8
613,Anton Tinnerholm,se SWE,DF,NYCFC,31-126,1991,0.5,0,0,0,0,2,0,4,0,0,0,0,0,5,1,0,100.0,Matches,0fe96099
614,John Tolkin,us USA,DF,NY Red Bulls,19-336,2002,15.7,3,0,0,12,23,2,25,38,24,0,0,0,156,20,22,47.6,Matches,5e88c524
615,Nouhou Tolo,cm CMR,DF,Seattle,25-009,1997,12.4,3,0,0,9,15,1,13,40,10,0,1,0,84,19,9,67.9,Matches,0796512f
616,Facundo Torres,uy URU,FW,Orlando City,22-080,2000,14.1,0,0,0,10,32,5,32,19,15,0,0,0,93,11,14,44.0,Matches,4de3b2c0
617,Jairo Torres,mx MEX,FWMF,Chicago Fire,21-362,2000,1.8,0,0,0,3,1,2,5,0,1,0,0,0,11,3,8,27.3,Matches,7ed56490
618,Joaquín Torres,ar ARG,MFFW,CF Montréal,25-155,1997,9.2,3,0,0,7,18,2,10,6,4,0,0,0,46,2,6,25.0,Matches,c82dcb70
619,Dantouma Toure,gn GUI,FW,Colorado Rapids,18-020,2004,0.0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches,b5d2014f
620,Mason Toye,us USA,FWMF,CF Montréal,23-259,1998,0.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches,0aa41f67
621,Wil Trapp,us USA,MF,Minnesota Utd,29-168,1993,13.0,9,0,0,24,9,0,3,34,24,0,2,0,119,21,21,50.0,Matches,9bf9391c
622,Daniel Trejo,us USA,FW,Los Angeles FC,24-064,1998,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,Matches,1312c534
623,Auston Trusty,us USA,DF,Colorado Rapids,23-324,1998,15.0,5,1,1,17,7,2,8,29,12,0,0,0,126,36,22,62.1,Matches,cddf767b
624,Niko Tsakiris,us USA,MF,San Jose,17-013,2005,0.5,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,,Matches,cb501677
625,Bill Tuiloma,nz NZL,DF,Portland Timbers,27-097,1995,14.2,5,1,1,22,10,1,2,37,12,0,0,1,118,46,21,68.7,Matches,bf547c54
626,Matt Turner,us USA,GK,New England,28-008,1994,5.0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,,Matches,4a51ba65
627,Ema Twumasi,gh GHA,DF,FC Dallas,25-045,1997,10.7,3,0,0,13,3,0,13,17,11,0,0,0,93,10,11,47.6,Matches,9ca4b140
628,Marinos Tzionis,cy CYP,FWMF,Sporting KC,20-351,2001,5.3,0,0,0,6,18,1,7,5,2,0,0,0,41,6,10,37.5,Matches,b004076a
629,Mikael Uhre,dk DEN,FW,Philadelphia,27-275,1994,6.3,0,0,0,2,11,4,8,2,1,0,0,0,26,19,29,39.6,Matches,be84c466
630,Þorleifur Úlfarsson,is ISL,FWMF,Houston Dynamo,21-187,2000,6.3,3,0,0,1,12,0,4,3,2,0,0,0,34,15,23,39.5,Matches,7e1046fa
631,Victor Ulloa,us USA,MFDF,Inter Miami,30-120,1992,2.2,0,0,0,4,4,0,0,3,2,0,0,0,19,4,4,50.0,Matches,e7056f05
632,Maximiliano Urruti,ar ARG,FW,Austin FC,31-130,1991,12.9,3,0,0,23,20,7,5,8,14,0,0,0,52,1,20,4.8,Matches,6c8fb474
633,Júnior Urso,br BRA,MFFW,Orlando City,33-114,1989,13.9,2,0,0,23,40,0,7,24,16,0,0,0,94,16,13,55.2,Matches,b40424f1
634,Jhojan Valencia,co COL,MF,Austin FC,25-340,1996,3.0,4,0,0,16,6,0,1,6,9,0,0,0,34,4,3,57.1,Matches,3fbe573e
635,Zarek Valentin,pr PUR,DF,Houston Dynamo,30-330,1991,1.4,0,0,0,2,2,0,3,4,1,0,0,0,14,1,2,33.3,Matches,f0d23e7b
636,Gustavo Vallecilla,ec ECU,DF,Colorado Rapids,23-035,1999,1.4,0,0,0,2,1,0,1,4,4,0,0,0,9,3,1,75.0,Matches,2ce88662
637,José Van Rankin,mx MEX,DF,Portland Timbers,29-049,1993,13.8,8,2,2,23,7,1,22,18,18,0,0,0,107,19,14,57.6,Matches,09ce2ebe
638,Kerwin Vargas,co COL,MFFW,Charlotte FC,20-181,2002,0.7,0,0,0,1,1,0,4,1,0,0,0,0,3,0,5,0.0,Matches,758de7b4
639,Obed Vargas,us USA,MF,Seattle,16-331,2005,9.5,5,0,0,12,27,0,5,13,16,0,0,0,74,7,5,58.3,Matches,9cc1fde4
640,Indiana Vassilev,us USA,FWMF,Inter Miami,21-136,2001,3.8,1,0,0,4,9,0,2,4,0,0,0,0,19,2,6,25.0,Matches,04e195ee
641,Brandon Vazquez,us USA,FW,FC Cincinnati,23-261,1998,14.8,1,0,0,21,31,11,9,6,6,1,0,0,56,49,58,45.8,Matches,c570cf22
642,Víctor Vázquez,es ESP,MFFW,LA Galaxy,35-163,1987,5.9,1,0,0,7,7,0,15,9,4,0,0,0,39,2,2,50.0,Matches,6c564d36
643,Carlos Vela,mx MEX,FWMF,Los Angeles FC,33-123,1989,13.8,1,0,0,19,28,9,34,5,6,1,0,0,70,13,18,41.9,Matches,e0cd04e0
644,Alan Velasco,ar ARG,FW,FC Dallas,19-340,2002,9.6,4,0,0,17,25,4,13,11,5,0,0,0,51,5,11,31.3,Matches,16349210
645,Matías Vera,ar ARG,MF,Houston Dynamo,26-249,1995,12.6,4,0,0,28,13,0,1,17,19,0,0,0,83,8,5,61.5,Matches,fe529f25
646,Ranko Veselinović,rs SRB,DF,Vancouver,23-100,1999,15.9,3,0,0,8,7,0,0,23,14,1,1,0,105,34,22,60.7,Matches,366609b6
647,Pedro Vite,ec ECU,MF,Vancouver,20-115,2002,3.5,1,0,0,5,9,1,3,3,2,0,0,0,32,3,5,37.5,Matches,9c146b36
648,Robert Voloder,ba BIH,DF,Sporting KC,21-054,2001,5.4,2,1,1,3,5,0,0,14,2,0,0,0,49,4,0,100.0,Matches,33d9d789
649,Nikola Vujnović,me MNE,FW,Sporting KC,25-172,1997,3.7,0,0,0,3,5,2,0,1,2,0,0,0,14,15,18,45.5,Matches,128d62ba
650,Kai Wagner,de GER,DF,Philadelphia,25-137,1997,17.0,4,0,0,27,16,0,52,38,17,0,1,0,146,30,17,63.8,Matches,fdc715d9
651,Anton Walkes,eng ENG,DF,Charlotte FC,25-144,1997,4.6,0,0,0,0,0,0,1,10,4,0,0,0,44,12,3,80.0,Matches,8a062bba
652,Rémi Walter,fr FRA,MF,Sporting KC,27-067,1995,17.2,2,0,0,13,10,0,14,35,26,0,0,0,195,25,18,58.1,Matches,0984c5d5
653,Victor Wanyama,ke KEN,MF,CF Montréal,31-007,1991,15.4,6,0,0,31,39,0,2,19,19,0,0,0,173,31,19,62.0,Matches,e0900238
654,Collen Warner,us USA,MF,Colorado Rapids,34-008,1988,2.6,0,0,0,2,2,0,1,4,4,0,0,0,23,5,1,83.3,Matches,75babbce
655,Taylor Washington,us USA,DFMF,Nashville,28-320,1993,4.5,1,0,0,3,2,0,34,11,2,0,0,0,28,8,3,72.7,Matches,480d3bcc
656,Joel Waterman,ca CAN,DF,CF Montréal,26-159,1996,14.8,7,0,0,17,10,0,3,34,9,0,0,0,123,15,17,46.9,Matches,47ddcc22
657,Quentin Westberg,us USA,GK,Toronto FC,36-068,1986,3.0,1,0,0,0,2,0,0,0,0,0,0,0,11,0,0,,Matches,5480ae05
658,Brian White,us USA,FW,Vancouver,26-149,1996,7.9,1,0,0,15,9,3,6,2,4,0,0,0,20,26,27,49.1,Matches,54c948de
659,Caleb Wiley,us USA,DFFW,Atlanta Utd,17-192,2004,5.2,0,0,0,8,3,0,20,10,7,0,1,0,45,4,6,40.0,Matches,64796fe0
660,Derrick Williams,ie IRL,DF,LA Galaxy,29-166,1993,11.1,4,0,0,12,6,1,4,16,4,0,0,0,120,26,13,66.7,Matches,c0a28fbd
