Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
537,Alex Roldan,sv SLV,DF,Seattle,25-338,1996,13.3,1,4,2,50.0,0.30,0.15,0.25,0.50,22.6,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches,1255a82a
538,Cristian Roldan,us USA,FWMF,Seattle,27-028,1995,13.3,3,23,9,39.1,1.73,0.68,0.13,0.33,14.2,0,0,0,2.7,2.7,0.12,+0.3,+0.3,Matches,48875649
539,David Romney,us USA,DF,Nashville,29-019,1993,15.4,2,10,2,20.0,0.65,0.13,0.20,1.00,11.4,0,0,0,1.5,1.5,0.17,+0.5,+0.5,Matches,b7b6e781
540,Rafael Romo,ve VEN,GK,D.C. United,32-126,1990,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8827c189
541,Eloy Room,cw CUW,GK,Columbus Crew,33-145,1989,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6b33d86b
542,Joseph Rosales,hn HON,MF,Minnesota Utd,21-237,2000,5.5,0,6,3,50.0,1.08,0.54,0.00,0.00,22.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,6a29d06b
543,Oriol Rosell,es ESP,MF,Sporting KC,29-359,1992,7.0,0,3,0,0.0,0.43,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,2a17ef3e
544,Keegan Rosenberry,us USA,DF,Colorado Rapids,28-202,1993,16.0,0,15,3,20.0,0.94,0.19,0.00,0.00,21.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,f940c69e
545,Matheus Rossetto,br BRA,MF,Atlanta Utd,26-028,1996,9.1,0,11,5,45.5,1.21,0.55,0.00,0.00,21.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,daf8c775
546,Paul Rothrock,us USA,FW,Toronto FC,23-173,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,875e8269
547,Kelyn Rowe,us USA,DFMF,Seattle,30-211,1991,8.6,0,8,1,12.5,0.93,0.12,0.00,0.00,24.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches,cf928adb
548,Ruan,br BRA,DF,Orlando City,27-033,1995,14.1,2,4,3,75.0,0.28,0.21,0.50,0.67,11.5,0,0,0,0.6,0.6,0.15,+1.4,+1.4,Matches,f2665f7c
549,Rubio Rubin,us USA,FW,Real Salt Lake,26-122,1996,3.8,0,5,3,60.0,1.33,0.80,0.00,0.00,13.6,0,0,0,0.9,0.9,0.17,-0.9,-0.9,Matches,9bad7100
550,Diego Rubio,cl CHI,FWMF,Colorado Rapids,29-047,1993,12.5,7,44,18,40.9,3.52,1.44,0.14,0.33,17.3,6,1,1,6.5,5.7,0.13,+0.5,+0.3,Matches,3f082234
551,Raúl Ruidíaz,pe PER,FW,Seattle,31-341,1990,6.3,5,21,11,52.4,3.35,1.75,0.19,0.36,17.9,2,1,1,3.5,2.8,0.13,+1.5,+1.2,Matches,7a4296e1
552,Pablo Ruíz,ar ARG,MF,Real Salt Lake,23-193,1998,14.5,1,19,1,5.3,1.31,0.07,0.00,0.00,24.0,3,1,1,2.8,2.1,0.11,-1.8,-2.1,Matches,7368cd70
553,Sergio Ruiz,es ESP,MF,Charlotte FC,27-197,1994,4.7,0,5,1,20.0,1.07,0.21,0.00,0.00,17.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,1f423a54
554,Albert Rusnák,sk SVK,MF,Seattle,27-359,1994,12.6,1,15,5,33.3,1.19,0.40,0.07,0.20,18.5,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches,0adeafaa
555,Johnny Russell,sct SCO,FWMF,Sporting KC,32-084,1990,16.5,5,33,9,27.3,1.99,0.54,0.12,0.44,20.1,5,1,1,3.9,3.1,0.10,+1.1,+0.9,Matches,a30e1562
556,Jacen Russell-Rowe,ca CAN,FW,Columbus Crew,19-291,2002,1.1,0,2,0,0.0,1.78,0.00,0.00,,18.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,b33c6ed5
557,Zach Ryan,us USA,FW,NY Red Bulls,23-168,1999,0.5,0,4,1,25.0,8.37,2.09,0.00,0.00,14.0,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches,74ba46bc
558,Ryan Sailor,us USA,DF,Inter Miami,23-216,1998,5.7,0,3,0,0.0,0.53,0.00,0.00,,10.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,4924d9bb
559,Carlos Salcedo,mx MEX,DF,Toronto FC,28-275,1993,11.8,0,1,0,0.0,0.08,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,64c07ae1
560,Shea Salinas,us USA,FWDF,San Jose,36-007,1986,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4c10838d
561,Dániel Sallói,hu HUN,FWMF,Sporting KC,25-347,1996,12.9,4,35,15,42.9,2.72,1.16,0.11,0.27,16.3,0,0,0,3.2,3.2,0.09,+0.8,+0.8,Matches,6fcddf5f
562,Gaoussou Samaké,ci CIV,DF,D.C. United,24-239,1997,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ae760cf4
563,Ilie Sánchez,es ESP,MF,Los Angeles FC,31-222,1990,16.4,1,10,2,20.0,0.61,0.12,0.10,0.50,19.8,1,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches,72979f65
564,William Sands,us USA,DF,Columbus Crew,21-360,2000,1.5,0,1,0,0.0,0.67,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,960a4473
565,Sergio Santos Gomes,br BRA,FW,Philadelphia,27-300,1994,6.8,1,13,3,23.1,1.92,0.44,0.08,0.33,13.6,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Matches,a930b263
566,Koa Santos,us USA,MF,Charlotte FC,22-283,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c09ddc5e
567,Pedro Santos,pt POR,DF,Columbus Crew,34-070,1988,13.6,1,14,2,14.3,1.03,0.15,0.07,0.50,25.1,1,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches,789da0f2
568,C.J. Sapong,us USA,FW,Nashville,33-186,1988,14.8,5,26,10,38.5,1.76,0.68,0.19,0.50,11.0,0,0,0,5.2,5.2,0.20,-0.2,-0.2,Matches,ef4e4c5d
569,Jefferson Savarino,ve VEN,MF,Real Salt Lake,25-232,1996,2.5,1,7,3,42.9,2.83,1.21,0.14,0.33,20.5,1,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,91721722
570,Rodrigo Schlegel,ar ARG,DF,Orlando City,25-089,1997,10.8,1,5,1,20.0,0.46,0.09,0.20,1.00,10.7,0,0,0,0.7,0.7,0.13,+0.3,+0.3,Matches,5bb02df4
571,Tate Schmitt,us USA,DF,Real Salt Lake,25-034,1997,8.9,2,7,3,42.9,0.79,0.34,0.29,0.67,17.7,0,0,0,0.5,0.5,0.07,+1.5,+1.5,Matches,fa21bbc8
572,Eddie Segura,co COL,DF,Los Angeles FC,25-149,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c70e3fe0
573,Amar Sejdic,us USA,MF,Atlanta Utd,25-214,1996,4.8,0,4,1,25.0,0.83,0.21,0.00,0.00,27.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,43ca2019
574,Boris Sekulić,sk SVK,DF,Chicago Fire,30-253,1991,16.1,0,6,1,16.7,0.37,0.06,0.00,0.00,11.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,adf26bd4
575,Brandon Servania,us USA,MF,FC Dallas,23-111,1999,10.9,2,20,8,40.0,1.84,0.74,0.10,0.25,23.5,0,0,0,1.3,1.3,0.07,+0.7,+0.7,Matches,4d825a2d
576,Jacob Shaffelburg,ca CAN,DF,Toronto FC,22-217,1999,6.1,0,8,2,25.0,1.31,0.33,0.00,0.00,22.2,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,339a2561
577,Xherdan Shaqiri,ch SUI,MFFW,Chicago Fire,30-264,1991,12.1,3,24,4,16.7,1.98,0.33,0.04,0.25,26.0,8,2,2,2.9,1.4,0.06,+0.1,-0.4,Matches,6421ec64
578,Brek Shea,us USA,DF,Inter Miami,32-123,1990,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,adb6ae24
579,Khiry Shelton,us USA,FW,Sporting KC,29-005,1993,11.2,0,13,4,30.8,1.16,0.36,0.00,0.00,14.1,0,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches,f935709c
580,Andre Shinyashiki,br BRA,FWMF,Colorado Rapids,27-020,1995,2.4,1,6,4,66.7,2.50,1.67,0.17,0.25,18.3,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches,8c395868
581,Andre Shinyashiki,br BRA,MFFW,Charlotte FC,27-020,1995,4.6,3,15,6,40.0,3.28,1.31,0.20,0.50,15.4,0,0,0,2.0,2.0,0.14,+1.0,+1.0,Matches,8c395868
582,Bobby Shuttleworth,us USA,GK,Atlanta Utd,35-049,1987,6.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4598ac94
583,Marcelo Silva,uy URU,DF,Real Salt Lake,33-102,1989,15.8,2,15,5,33.3,0.95,0.32,0.13,0.40,10.2,0,0,0,1.2,1.2,0.08,+0.8,+0.8,Matches,b9596515
584,Jack Skahan,us USA,MFDF,San Jose,24-144,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9c07bdc7
585,Drew Skundrich,us USA,MF,D.C. United,26-287,1995,4.9,0,4,0,0.0,0.81,0.00,0.00,,20.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,51f50135
586,Gabriel Slonina,us USA,GK,Chicago Fire,18-047,2004,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c55a846e
587,Brad Smith,au AUS,DF,D.C. United,28-083,1994,12.1,0,7,2,28.6,0.58,0.17,0.00,0.00,16.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,c76c717c
588,Kimarni Smith,eng ENG,DF,D.C. United,24-109,1998,0.4,0,1,0,0.0,2.37,0.00,0.00,,27.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,bbbb244b
589,Kyle Smith,us USA,DF,Orlando City,30-173,1992,6.2,1,4,3,75.0,0.64,0.48,0.25,0.33,15.5,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches,9e6b2ec3
590,Jan Sobociński,pl POL,DF,Charlotte FC,23-103,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5358009d
591,Santiago Sosa,ar ARG,MF,Atlanta Utd,23-059,1999,3.6,0,3,1,33.3,0.83,0.28,0.00,0.00,22.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,f080dd22
592,Ryan Spaulding,us USA,DF,New England,23-294,1998,2.1,0,1,0,0.0,0.48,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,9fda5cd3
593,Dayne St. Clair,ca CAN,GK,Minnesota Utd,25-053,1997,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3f41d25f
594,Mason Stajduhar,us USA,GK,Orlando City,24-211,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f01df62c
595,Daniel Steres,us USA,DF,Houston Dynamo,31-232,1990,6.5,0,4,1,25.0,0.62,0.15,0.00,0.00,10.1,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,17c03c76
596,Jared Stroud,us USA,MF,Austin FC,25-356,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5d018899
597,Brad Stuver,us USA,GK,Austin FC,31-076,1991,13.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6a1940d5
598,Quinn Sullivan,us USA,MFFW,Philadelphia,18-096,2004,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,92f62cfe
599,Ben Sweat,us USA,DF,Sporting KC,30-300,1991,6.4,0,3,1,33.3,0.47,0.16,0.00,0.00,14.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,6937b1ac
600,Karol Świderski,pl POL,FW,Charlotte FC,25-159,1997,12.1,4,33,20,60.6,2.72,1.65,0.12,0.20,17.4,3,0,0,3.2,3.2,0.10,+0.8,+0.8,Matches,41723204
601,Ismael Tajouri-Shradi,ly LBY,FWMF,Los Angeles FC,28-095,1994,1.8,2,4,2,50.0,2.25,1.13,0.50,1.00,18.8,1,0,0,0.6,0.6,0.15,+1.4,+1.4,Matches,ef4249ff
602,Andrew Tarbell,us USA,GK,Austin FC,28-267,1993,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c5487a34
603,D.J. Taylor,us USA,DF,Minnesota Utd,24-309,1997,8.6,1,5,3,60.0,0.58,0.35,0.20,0.33,21.0,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matches,ed4dc7f4
604,Robert Taylor,fi FIN,MFFW,Inter Miami,27-253,1994,11.2,2,20,6,30.0,1.79,0.54,0.10,0.33,18.1,0,0,0,2.4,2.4,0.12,-0.4,-0.4,Matches,1fc0973f
605,Russell Teibert,ca CAN,MF,Vancouver,29-191,1992,11.4,0,5,1,20.0,0.44,0.09,0.00,0.00,20.0,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,674befe9
606,Carlos Terán,co COL,DF,Chicago Fire,21-280,2000,5.0,1,5,3,60.0,1.00,0.60,0.20,0.33,8.8,0,0,0,0.6,0.6,0.11,+0.4,+0.4,Matches,324509e2
607,Dylan Teves,us USA,FW,Seattle,22-048,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f68ed3ba
608,Thiago,br BRA,FW,NYCFC,21-243,2000,7.4,4,21,9,42.9,2.83,1.21,0.19,0.44,15.1,0,0,0,3.9,3.9,0.19,+0.1,+0.1,Matches,6adb0b79
609,Kosi Thompson,ca CAN,DFMF,Toronto FC,19-155,2003,11.4,1,7,4,57.1,0.62,0.35,0.14,0.25,16.8,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches,517bef8b
610,Tommy Thompson,us USA,DF,San Jose,26-320,1995,3.7,1,6,2,33.3,1.60,0.53,0.17,0.50,12.1,0,0,0,1.2,1.2,0.19,-0.2,-0.2,Matches,5f6c69d8
611,Anton Tinnerholm,se SWE,DF,NYCFC,31-125,1991,0.5,0,1,0,0.0,2.00,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,0fe96099
612,John Tolkin,us USA,DF,NY Red Bulls,19-335,2002,14.7,0,13,3,23.1,0.89,0.20,0.00,0.00,18.6,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,5e88c524
613,Nouhou Tolo,cm CMR,DF,Seattle,25-008,1997,12.4,0,4,0,0.0,0.32,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,0796512f
614,Facundo Torres,uy URU,FW,Orlando City,22-079,2000,14.1,2,19,5,26.3,1.35,0.36,0.11,0.40,22.0,0,0,0,2.1,2.1,0.11,-0.1,-0.1,Matches,4de3b2c0
615,Jairo Torres,mx MEX,FWMF,Chicago Fire,21-361,2000,1.8,0,7,2,28.6,3.82,1.09,0.00,0.00,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,7ed56490
616,Joaquín Torres,ar ARG,MFFW,CF Montréal,25-154,1997,9.2,3,17,6,35.3,1.84,0.65,0.18,0.50,18.5,1,0,0,1.8,1.8,0.11,+1.2,+1.2,Matches,c82dcb70
617,Dantouma Toure,gn GUI,FW,Colorado Rapids,18-019,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b5d2014f
618,Mason Toye,us USA,FWMF,CF Montréal,23-258,1998,0.8,2,5,3,60.0,6.00,3.60,0.40,0.67,9.0,0,0,0,1.2,1.2,0.23,+0.8,+0.8,Matches,0aa41f67
619,Wil Trapp,us USA,MF,Minnesota Utd,29-167,1993,13.0,0,3,0,0.0,0.23,0.00,0.00,,28.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,9bf9391c
620,Daniel Trejo,us USA,FW,Los Angeles FC,24-063,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1312c534
621,Auston Trusty,us USA,DF,Colorado Rapids,23-323,1998,15.0,0,10,0,0.0,0.67,0.00,0.00,,16.5,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches,cddf767b
622,Niko Tsakiris,us USA,MF,San Jose,17-012,2005,0.5,0,2,1,50.0,4.19,2.09,0.00,0.00,19.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,cb501677
623,Bill Tuiloma,nz NZL,DF,Portland Timbers,27-096,1995,14.2,5,30,9,30.0,2.12,0.64,0.17,0.56,18.2,9,0,0,3.0,3.0,0.10,+2.0,+2.0,Matches,bf547c54
624,Matt Turner,us USA,GK,New England,28-007,1994,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4a51ba65
625,Ema Twumasi,gh GHA,DF,FC Dallas,25-044,1997,10.7,0,3,0,0.0,0.28,0.00,0.00,,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,9ca4b140
626,Marinos Tzionis,cy CYP,FWMF,Sporting KC,20-350,2001,5.3,1,10,2,20.0,1.90,0.38,0.10,0.50,17.8,1,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches,b004076a
627,Mikael Uhre,dk DEN,FW,Philadelphia,27-274,1994,6.3,3,16,11,68.8,2.54,1.74,0.19,0.27,11.6,0,0,0,3.2,3.2,0.21,-0.2,-0.2,Matches,be84c466
628,Þorleifur Úlfarsson,is ISL,FWMF,Houston Dynamo,21-186,2000,6.3,2,25,10,40.0,3.98,1.59,0.08,0.20,11.8,0,0,0,3.5,3.5,0.14,-1.5,-1.5,Matches,7e1046fa
629,Victor Ulloa,us USA,MFDF,Inter Miami,30-119,1992,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,15.8,0,0,0,0.6,0.6,0.61,-0.6,-0.6,Matches,e7056f05
630,Maximiliano Urruti,ar ARG,FW,Austin FC,31-129,1991,12.9,5,35,10,28.6,2.71,0.77,0.14,0.50,16.8,0,0,0,3.1,3.1,0.09,+1.9,+1.9,Matches,6c8fb474
631,Júnior Urso,br BRA,MFFW,Orlando City,33-113,1989,13.9,2,23,9,39.1,1.65,0.65,0.09,0.22,16.6,0,0,0,3.4,3.4,0.15,-1.4,-1.4,Matches,b40424f1
632,Jhojan Valencia,co COL,MF,Austin FC,25-339,1996,3.0,0,1,0,0.0,0.33,0.00,0.00,,22.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,3fbe573e
633,Zarek Valentin,pr PUR,DF,Houston Dynamo,30-329,1991,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f0d23e7b
634,Gustavo Vallecilla,ec ECU,DF,Colorado Rapids,23-034,1999,1.4,0,2,0,0.0,1.46,0.00,0.00,,10.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,2ce88662
635,José Van Rankin,mx MEX,DF,Portland Timbers,29-048,1993,13.8,0,8,1,12.5,0.58,0.07,0.00,0.00,22.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,09ce2ebe
636,Kerwin Vargas,co COL,MF,Charlotte FC,20-180,2002,0.6,0,4,2,50.0,7.06,3.53,0.00,0.00,19.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,758de7b4
637,Obed Vargas,us USA,MF,Seattle,16-330,2005,9.5,0,4,0,0.0,0.42,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,9cc1fde4
638,Indiana Vassilev,us USA,FWMF,Inter Miami,21-135,2001,3.8,2,12,8,66.7,3.19,2.12,0.17,0.25,18.2,0,0,0,1.3,1.3,0.11,+0.7,+0.7,Matches,04e195ee
639,Brandon Vazquez,us USA,FW,FC Cincinnati,23-260,1998,14.8,8,42,18,42.9,2.84,1.22,0.19,0.44,13.6,0,0,0,6.8,6.8,0.16,+1.2,+1.2,Matches,c570cf22
640,Víctor Vázquez,es ESP,MFFW,LA Galaxy,35-162,1987,5.9,0,16,3,18.8,2.71,0.51,0.00,0.00,20.4,1,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches,6c564d36
641,Carlos Vela,mx MEX,FWMF,Los Angeles FC,33-122,1989,13.8,6,37,13,35.1,2.67,0.94,0.11,0.31,18.5,6,2,2,5.4,3.8,0.11,+0.6,+0.2,Matches,e0cd04e0
642,Alan Velasco,ar ARG,FW,FC Dallas,19-339,2002,9.6,2,22,7,31.8,2.29,0.73,0.09,0.29,21.9,3,0,0,1.2,1.2,0.05,+0.8,+0.8,Matches,16349210
643,Matías Vera,ar ARG,MF,Houston Dynamo,26-248,1995,12.6,0,8,1,12.5,0.63,0.08,0.00,0.00,23.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,fe529f25
644,Ranko Veselinović,rs SRB,DF,Vancouver,23-099,1999,15.9,1,6,1,16.7,0.38,0.06,0.17,1.00,10.2,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches,366609b6
645,Pedro Vite,ec ECU,MF,Vancouver,20-114,2002,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9c146b36
646,Robert Voloder,ba BIH,DF,Sporting KC,21-053,2001,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,33d9d789
647,Nikola Vujnović,me MNE,FW,Sporting KC,25-171,1997,3.7,0,5,3,60.0,1.35,0.81,0.00,0.00,12.5,0,0,0,0.7,0.7,0.15,-0.7,-0.7,Matches,128d62ba
648,Kai Wagner,de GER,DF,Philadelphia,25-136,1997,17.0,0,11,0,0.0,0.65,0.00,0.00,,21.7,4,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,fdc715d9
649,Anton Walkes,eng ENG,DF,Charlotte FC,25-143,1997,3.6,0,1,0,0.0,0.28,0.00,0.00,,14.3,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches,8a062bba
650,Rémi Walter,fr FRA,MF,Sporting KC,27-066,1995,17.2,2,9,2,22.2,0.52,0.12,0.22,1.00,20.5,0,0,0,0.5,0.5,0.06,+1.5,+1.5,Matches,0984c5d5
651,Victor Wanyama,ke KEN,MF,CF Montréal,31-006,1991,15.4,0,16,3,18.8,1.04,0.20,0.00,0.00,17.4,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches,e0900238
652,Collen Warner,us USA,MF,Colorado Rapids,34-007,1988,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,75babbce
653,Taylor Washington,us USA,DFMF,Nashville,28-319,1993,4.5,0,1,0,0.0,0.22,0.00,0.00,,19.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,480d3bcc
654,Joel Waterman,ca CAN,DF,CF Montréal,26-158,1996,14.8,2,8,5,62.5,0.54,0.34,0.25,0.40,7.7,0,0,0,1.9,1.9,0.25,+0.1,+0.1,Matches,47ddcc22
655,Quentin Westberg,us USA,GK,Toronto FC,36-067,1986,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5480ae05
656,Brian White,us USA,FW,Vancouver,26-148,1996,7.9,2,14,6,42.9,1.77,0.76,0.14,0.33,11.4,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches,54c948de
657,Caleb Wiley,us USA,DFFW,Atlanta Utd,17-191,2004,4.2,1,6,2,33.3,1.44,0.48,0.17,0.50,9.8,0,0,0,1.2,1.2,0.23,-0.2,-0.2,Matches,64796fe0
658,Derrick Williams,ie IRL,DF,LA Galaxy,29-165,1993,11.1,0,7,1,14.3,0.63,0.09,0.00,0.00,10.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,c0a28fbd
659,Josh Williams,us USA,DF,Columbus Crew,34-074,1988,6.6,0,4,0,0.0,0.61,0.00,0.00,,8.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,06098bfc
660,Thomas Williams,us USA,DF,Orlando City,17-320,2004,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d46d1cdd
661,Eryk Williamson,us USA,MFFW,Portland Timbers,25-020,1997,5.6,0,2,0,0.0,0.36,0.00,0.00,,26.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,e0364352
662,Joe Willis,us USA,GK,Nashville,33-325,1988,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,467f09c8
663,Danny Wilson,sct SCO,DF,Colorado Rapids,30-186,1991,10.5,0,9,3,33.3,0.86,0.29,0.00,0.00,8.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches,9cfe9254
664,Owen Wolff,us USA,FWMF,Austin FC,17-183,2004,4.5,0,3,0,0.0,0.66,0.00,0.00,,18.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,9edc70d6
665,Tyler Wolff,us USA,FWMF,Atlanta Utd,19-138,2003,2.8,0,4,2,50.0,1.42,0.71,0.00,0.00,18.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,0985c282
666,Bobby Wood,us USA,FW,Real Salt Lake,29-228,1992,10.9,3,25,12,48.0,2.29,1.10,0.12,0.25,10.4,0,0,0,4.1,4.1,0.17,-1.1,-1.1,Matches,9853983f
667,Darren Yapi,us USA,FW,Colorado Rapids,17-224,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,63abd734
668,William Yarbrough,us USA,GK,Colorado Rapids,33-103,1989,15.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ec646e88
669,Dru Yearwood,eng ENG,MF,NY Red Bulls,22-134,2000,10.8,0,9,3,33.3,0.84,0.28,0.00,0.00,24.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,2eb09121
670,Steffen Yeattes,ca CAN,MF,Toronto FC,22-178,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bf89f7a7
671,Yaw Yeboah,gh GHA,FW,Columbus Crew,25-095,1997,8.1,0,14,4,28.6,1.73,0.50,0.00,0.00,15.9,0,0,0,1.5,1.5,0.11,-1.5,-1.5,Matches,36292031
672,DeAndre Yedlin,us USA,DF,Inter Miami,28-357,1993,15.3,0,4,0,0.0,0.26,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,ae0a7ddf
